matricula_hash,Porcentagem media de problemas aceitos por contest,Porcentagem media de problemas que tiveram alguma tentativa por contest,Media do numero de submissoes em problemas aceitos,Porcentagem media de problemas sem submissoes por contest,Porcentagem media de problemas que tiveram poucas tentativas e nao foram aceitos por contest,Porcentagem media de problemas que tiveram muitas tentativas e nao foram aceitos por contest,Porcentagem media de problemas que tiveram poucas tentativas e foram aceitos por contest,Porcentagem media de problemas que tiveram muitas tentativas e foram aceitos por contest,Porcentagem media de submissoes como 'Wrong Answer' por contest,Porcentagem media de submissoes como 'Compilation Error' por contest,Porcentagem media de submissoes como 'Presentation Error' por contest,Porcentagem media de submissoes como 'Runtime Error' por contest,Porcentagem media de submissoes como 'Time Limit Exceeded' por contest,Reprovado
04f8c56be30fd358ec525041df9f3c4b734875c5cf86ed109fbcf2c3fce6344a,100.0,100.0,1.64,0.0,0.0,0.0,100.0,0.0,26.25,0.0,12.5,0.0,0.0,0
0cb5004a50336e2f3e167850f4b4b478a85246cd7d4e939ddf20f2b84eeb9442,83.33,83.34,1.44,16.67,0.0,0.0,83.34,0.0,23.81,7.14,0.0,0.0,0.0,1
e0bfa51e9f7256faebd1af0d822ce236b166b8e42c493f309631f3eb592a080a,63.33,63.34,1.43,36.67,0.0,0.0,63.34,0.0,7.14,0.0,0.0,14.29,0.0,1
30e93783cf0c28c3387ab9a587ae3f4ff291dee67233d136d260402a148f7d0d,38.33,63.34,2.25,36.67,25.0,0.0,38.34,0.0,25.0,39.58,8.33,0.0,0.0,0
5ee3d8417e9f985153a72e2ea027d21b79790d8201fef64319d797afe58f0f1a,83.33,91.66,1.33,8.33,8.34,0.0,83.34,0.0,16.25,0.0,6.25,6.25,0.0,0
350dcc0338f19b755b231c943ac21f9f31828b95a71fa81adc038fffe392ca39,91.67,100.0,1.8,0.0,8.34,0.0,91.66,0.0,39.29,0.0,0.0,0.0,0.0,0
3d36dc3d25993df3aa3bcf16cfe502f591aae7191d09dfb9d64fa84906eca33c,83.33,83.34,1.44,16.67,0.0,0.0,83.34,0.0,22.5,0.0,6.25,0.0,0.0,1
ea5259a36fd73abe3a060e7a41df7cf13e9801e9e20bb4ea0046a52463c91496,100.0,100.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a85b0a2687836c98f677848f7ae1ec0686d060e837bd5cc86c538d82b4dcbecb,46.67,55.0,1.4,45.0,8.34,0.0,46.66,0.0,16.67,29.17,0.0,0.0,0.0,0
a99e558a747ce5fef011887a4c62424c59c9f223b34cf2eca7504bbd525078f8,18.33,36.66,1.5,63.33,18.34,0.0,18.34,0.0,33.33,16.67,16.67,0.0,0.0,1
26782ebc1c672ed1f67e674f6ed3d00ad6acb94b7aa6aab18dce9cc2b6937649,33.33,33.34,1.0,66.67,0.0,0.0,33.34,0.0,0.0,0.0,0.0,0.0,0.0,0
f72af3528c7e56e323a475b5d548d7b43c468ea5a90f7b9aeaa1063c4c3fde1a,63.33,63.34,1.29,36.67,0.0,0.0,63.34,0.0,10.0,10.0,0.0,0.0,0.0,0
80ddee563d888929ef844b3d0fa3f0da1bd1d749bdde5602412ad05342f28924,100.0,100.0,01.09,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.14,0.0,0.0,1
61dc3c90c305808e316af47fcbf5d7e1998c82f3dabb00a834400cb0737c82c1,75.0,75.0,1.38,25.0,0.0,0.0,75.0,0.0,26.79,0.0,0.0,0.0,0.0,0
c415234d469c428c2f6673986f28900273132cbd2a11db4dcddb50496af68d58,100.0,100.0,1.27,0.0,0.0,0.0,100.0,0.0,18.75,0.0,0.0,0.0,0.0,0
52a450eb579e23c5b2a427dd1ff02aad9936867e40d830d9b6453b2f5776497a,40.0,40.0,1.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2a5ca42c557bb1dfe4b12953c991c43c9b5a28691aeb9a0dbe9f975e6e5afa76,100.0,100.0,1.18,0.0,0.0,0.0,100.0,0.0,14.29,0.0,0.0,0.0,0.0,0
7392f0f5db87a9ced8665372036b8e76aea1319abe03263587581cef5c9b2445,25.0,41.66,1.33,58.33,16.66,0.0,25.0,0.0,28.57,0.0,0.0,0.0,0.0,0
562ba2ce3025561aa35f7d8046b64566e58bb12a7dd1c549f5333f00a1e70227,83.33,100.0,1.22,0.0,16.66,0.0,83.34,0.0,27.08,0.0,6.25,0.0,0.0,0
0a7639a1f967e36844f2e0ce2f6f064f81fe40d674da30ce43b7af79e37c17be,100.0,100.0,01.09,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8.33,0.0,0.0,0
ed9cd131d72aea4da9bb8f1fe3287c88fc14e827af618332ffcf4cb20cb3debf,100.0,100.0,1.18,0.0,0.0,0.0,100.0,0.0,15.48,0.0,0.0,0.0,0.0,0
47f6bfb45728913d001d8e2f29ab96c34fc293474cdd220a61f1ce831478dcab,100.0,100.0,1.64,0.0,0.0,0.0,100.0,0.0,26.92,0.0,0.0,0.0,0.0,0
2f4a6357ae2e4a825ba55427dc7a862f7f5e6abff4983313601acd073f70852c,100.0,100.0,1.55,0.0,0.0,0.0,100.0,0.0,20.83,4.17,0.0,0.0,0.0,0
7f38483ca4309ac055a4fc292cde9aabc36d6a5571e1968391b242d8cfd3a077,83.33,83.34,1.11,16.67,0.0,0.0,83.34,0.0,8.33,0.0,0.0,0.0,0.0,0
12cdfdada01d38158da8a5e565b2169fdc5331e5efe6cf986185cd33126ca6d8,91.67,100.0,1.5,0.0,8.34,0.0,91.66,0.0,35.61,0.0,0.0,0.0,0.0,1
f0cf3b518e4a8080a81e32b66eef43ba39c7d909a61e38a7137917894ac03807,100.0,100.0,1.18,0.0,0.0,0.0,100.0,0.0,15.48,0.0,0.0,0.0,0.0,0
cea079a7221ffd65f49086f8b6fb6e81c87728021dca4dce213469f66abc0244,73.33,73.34,2.25,26.67,0.0,0.0,73.34,0.0,29.17,12.5,4.17,0.0,0.0,1
ba62919bbf94a3a3585a92f3778656e79380caeef1f2829788e3b1cae8e9d86d,0.0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
fd5e1f88e207f2d0d4fb2e99ebdb32b083ae6040a2ff6499290edc32b9af5737,100.0,100.0,01.09,0.0,0.0,0.0,100.0,0.0,8.33,0.0,0.0,0.0,0.0,0
e859bfbc5e3e2cfb9e6825c97ab9ffb14acf92548b25fe6babe2515eb44c1b9d,46.67,46.66,1.0,53.33,0.0,0.0,46.66,0.0,0.0,0.0,0.0,0.0,0.0,0
c8ac9debf2c35eca437b9cb279e7e278e2c935ad508238893c5306cd45c6c153,100.0,100.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23f9b229b1e0c7b6ee9936fd28cf44ec9865280d74717dc067ad9e54aa18c798,50.0,50.0,1.2,50.0,0.0,0.0,50.0,0.0,8.33,0.0,0.0,0.0,0.0,1
12a6c803893b89e6ca568f1118bbe0cc821e498ce3827203c776090a4d3763cd,100.0,100.0,2.18,0.0,0.0,0.0,90.0,10.0,43.33,0.0,3.33,0.0,0.0,0
d244da0c1a0187b9c145a491a052e1e6b310287760452d0c12435400c6903d49,100.0,100.0,1.64,0.0,0.0,0.0,100.0,0.0,29.17,0.0,0.0,0.0,0.0,0
5987973395e6684cfbee3bd30498ef1444ac28e7779ac354cce83eafb216a5be,83.33,83.34,1.44,16.67,0.0,0.0,83.34,0.0,16.25,12.5,0.0,0.0,0.0,1
576e3b3cdddde555a568172c46aa5cd7dc0c57fe5d25b82a2ef1e49811da4529,100.0,100.0,03.09,0.0,0.0,0.0,91.66,8.34,45.42,2.38,18.68,0.0,0.0,0
d3fffdb2b09af02a2ffbc8f23f9281cfd1c566abc1df4d2bdec4699ff066e955,100.0,100.0,1.27,0.0,0.0,0.0,100.0,0.0,12.5,0.0,0.0,0.0,0.0,0
f2ddcc33122a84a0b519a394718d1ce88709748665b345774c75dad2dc029dd3,0.0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5eea3126c3551d62105693d1495157fc28f8bcce767655a3c9b5d6f6b3446ed8,75.0,75.0,1.0,25.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ef08bdcc6c6766d5fc62b7117562673f4639bc42a049f314b2ec107be06d3533,83.33,91.66,1.33,8.33,8.34,0.0,83.34,0.0,25.0,5.0,8.33,0.0,0.0,0
905f99b1b96694437545c9dd43d6c47bba6788a95276572952b413d16251557c,100.0,100.0,1.55,0.0,0.0,0.0,100.0,0.0,20.83,0.0,4.17,0.0,0.0,0
eb8e3c9939fae50102bdfa3e609d2e9f3883a03202064337b26f6a7b489ef34a,100.0,100.0,1.55,0.0,0.0,0.0,100.0,0.0,27.14,0.0,5.0,0.0,0.0,0
156e718167249dba1bdcae107cd8d0c76739167dd13287f74041611490f1c530,66.67,83.34,1.43,16.67,16.66,0.0,66.66,0.0,42.86,0.0,7.14,0.0,0.0,1
73605c27a02215e6e399eaa3215959b3a4fb9724ce32288318a8d35eda92e629,75.0,83.34,1.25,16.67,8.34,0.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,1
dd5897b5f7f0b1d7473c181e3abcca65d107313ab5101fc94137a24592d0e734,100.0,100.0,1.91,0.0,0.0,0.0,100.0,0.0,37.5,0.0,4.17,4.17,0.0,0
